Name RAJ2000 DEJ2000 LDD1 e_LDD1 LDD2 e_LDD2 LDDchi2 dLDD Simbad
"HIP 40363" "08 14 28.759" "-56 45 23.89" 0.083 0.006 0.096265 0.002817 0.46227 -2.2109040 Simbad
"HIP 40396" "08 14 50.494" "-69 37 21.51" 0.084 0.006 0.098668 0.003211 0.30694 -2.4447305 Simbad
"HIP 40415" "08 15 01.726" "-79 19 07.23" 0.107 0.007 0.126092 0.003669 0.60460 -2.7274094 Simbad
"HIP 40490" "08 16 01.467" "-49 11 07.04" 0.055 0.004 0.066908 0.001950 0.71065 -2.9769053 Simbad
"HIP 40495" "08 16 05.574" "-57 16 09.25" 0.064 0.004 0.080420 0.002468 0.77799 -4.1049330 Simbad
"HIP 40509" "08 16 14.788" "-64 30 22.19" 0.046 0.003 0.054373 0.001682 0.30804 -2.7910160 Simbad
"HIP 40556" "08 16 52.929" "-64 11 13.41" 0.108 0.007 0.130297 0.003821 0.71106 -3.1852944 Simbad
"HIP 40568" "08 16 57.226" "-53 42 09.06" 0.081 0.006 0.097325 0.002941 0.31598 -2.7208850 Simbad
"HIP 40581" "08 17 09.604" "-03 21 49.41" 0.102 0.007 0.131204 0.003711 0.77690 -4.1719910 Simbad
"HIP 40594" "08 17 16.653" "-46 53 35.68" 0.081 0.006 0.093242 0.002748 0.20616 -2.0402894 Simbad
"HIP 40621" "08 17 34.199" "-58 41 50.91" 0.104 0.007 0.125356 0.003506 0.29169 -3.0508914 Simbad
"HIP 40661" "08 18 01.135" "-14 58 29.78" 0.075 0.005 0.095106 0.002827 0.47296 -4.0212800 Simbad
"HIP 40713" "08 18 37.340" "-14 33 59.10" 0.131 0.009 0.149295 0.004231 0.30109 -2.0328214 Simbad
"HIP 40742" "08 18 58.305" "-47 12 39.41" 0.083 0.006 0.100961 0.003050 0.55002 -2.9934618 Simbad
"HIP 40787" "08 19 29.512" "-34 35 24.49" 0.123 0.008 0.142827 0.003955 0.80212 -2.4784234 Simbad
"HIP 40817" "08 19 48.964" "-71 30 53.66" 0.219 0.015 0.253143 0.007460 0.05212 -2.2761674 Simbad
"HIP 40834" "08 20 00.527" "-71 30 19.37" 0.163 0.011 0.209151 0.006281 0.22263 -4.1955833 Simbad
"HIP 40833" "08 20 00.733" "+23 48 33.57" 0.076 0.005 0.087208 0.002420 0.83479 -2.2416384 Simbad
"HIP 40838" "08 20 01.694" "-56 51 29.74" 0.064 0.004 0.079649 0.002282 0.86740 -3.9123500 Simbad
"HIP 40884" "08 20 34.560" "-44 15 17.98" 0.078 0.005 0.089037 0.002607 0.27923 -2.2074745 Simbad
"HIP 40924" "08 21 07.351" "-34 53 38.63" 0.072 0.005 0.082112 0.002420 0.35082 -2.0224020 Simbad
"HIP 41053" "08 22 36.760" "-49 03 04.63" 0.065 0.004 0.077872 0.002377 0.34093 -3.2181199 Simbad
"HIP 41077" "08 22 50.660" "-54 28 54.23" 0.078 0.005 0.089124 0.002808 0.46772 -2.2248000 Simbad
"HIP 41112" "08 23 19.072" "+15 16 18.57" 0.077 0.005 0.088279 0.002430 0.69674 -2.2558780 Simbad
"HIP 41180" "08 24 12.160" "+62 18 01.23" 0.070 0.005 0.083743 0.002399 0.67192 -2.7485178 Simbad
"HIP 41249" "08 24 56.379" "-48 40 32.85" 0.059 0.004 0.068117 0.002027 0.43097 -2.2791660 Simbad
"HIP 41307" "08 25 39.632" "-03 54 23.12" 0.393 0.027 0.474358 0.045207 0.00310 -3.0132751 Simbad
"HIP 41314" "08 25 47.718" "-15 25 48.74" 0.065 0.004 0.074553 0.002298 0.33274 -2.3882575 Simbad
"HIP 41399" "08 26 43.891" "-18 50 12.22" 0.059 0.004 0.072726 0.002466 0.30497 -3.4315398 Simbad
"HIP 41402" "08 26 45.675" "-48 57 22.34" 0.081 0.006 0.098088 0.002731 0.62643 -2.8479261 Simbad
"HIP 41413" "08 26 50.759" "-29 12 56.28" 0.122 0.008 0.141150 0.003923 0.52023 -2.3937290 Simbad
"HIP 41451" "08 27 16.755" "-70 05 36.54" 0.210 0.015 0.245271 0.007474 0.19821 -2.3513894 Simbad
"HIP 41520" "08 28 04.320" "-51 14 07.52" 0.061 0.004 0.069825 0.002134 0.11762 -2.2063003 Simbad
"HIP 41576" "08 28 36.965" "-41 10 27.35" 0.088 0.006 0.101632 0.003016 0.57701 -2.2720122 Simbad
"HIP 41629" "08 29 12.742" "+32 41 32.31" 0.098 0.007 0.123118 0.003994 0.17481 -3.5883431 Simbad
"HIP 41632" "08 29 16.417" "+29 28 09.51" 0.062 0.004 0.072668 0.002010 0.90839 -2.6670804 Simbad
"HIP 41666" "08 29 42.753" "-34 03 53.63" 0.082 0.006 0.094063 0.002728 0.76082 -2.0104907 Simbad
"HIP 41679" "08 29 49.532" "+26 11 34.29" 0.118 0.008 0.138756 0.003741 0.98839 -2.5944393 Simbad
"HIP 41711" "08 30 22.692" "-15 22 02.44" 0.056 0.004 0.069270 0.001979 1.04340 -3.3175087 Simbad
"HIP 41717" "08 30 24.453" "-07 02 24.34" 0.090 0.006 0.104243 0.003063 0.25069 -2.3738530 Simbad
"HIP 41730" "08 30 34.413" "-40 30 41.98" 0.094 0.006 0.109389 0.003136 0.40185 -2.5649120 Simbad
"HIP 41750" "08 30 48.779" "-31 08 04.10" 0.065 0.004 0.073006 0.002357 0.07999 -2.0015686 Simbad
"HIP 41756" "08 30 52.653" "-50 51 12.56" 0.052 0.004 0.063646 0.001801 0.67073 -2.9114930 Simbad
"HIP 41798" "08 31 19.966" "+37 15 53.79" 0.148 0.010 0.178316 0.004930 0.89169 -3.0315967 Simbad
"HIP 41825" "08 31 38.283" "-62 20 20.50" 0.070 0.005 0.092580 0.002666 0.84386 -4.5160503 Simbad
"HIP 41897" "08 32 35.594" "-55 07 24.81" 0.084 0.006 0.101789 0.003576 0.23732 -2.9647686 Simbad
"HIP 41904" "08 32 39.871" "+10 03 57.63" 0.149 0.010 0.171756 0.004749 0.64611 -2.2756324 Simbad
"HIP 41908" "08 32 42.199" "-44 02 38.80" 0.061 0.004 0.072148 0.002332 0.18482 -2.7871196 Simbad
"HIP 42003" "08 33 38.706" "-42 37 59.22" 0.049 0.003 0.058542 0.001806 0.52619 -3.1806330 Simbad
"HIP 42015" "08 33 51.223" "-10 57 52.07" 0.060 0.004 0.070777 0.002142 0.63397 -2.6942760 Simbad
"HIP 42019" "08 33 55.076" "+58 36 26.07" 0.120 0.008 0.136445 0.003933 0.68965 -2.0555751 Simbad
"HIP 42113" "08 35 05.361" "-28 53 58.75" 0.063 0.004 0.076147 0.002607 0.36125 -3.2866242 Simbad
"HIP 42121" "08 35 10.122" "-54 12 22.29" 0.077 0.005 0.095660 0.002696 0.44042 -3.7320690 Simbad
"HIP 42188" "08 36 07.998" "-64 48 49.09" 0.061 0.004 0.071131 0.002118 0.31436 -2.5327250 Simbad
"HIP 42203" "08 36 18.624" "-64 39 30.87" 0.063 0.004 0.079145 0.002232 0.52563 -4.0362177 Simbad
"HIP 42206" "08 36 20.698" "-70 40 36.01" 0.103 0.007 0.118374 0.003352 0.23126 -2.1962938 Simbad
"HIP 42225" "08 36 32.620" "-10 33 58.44" 0.072 0.005 0.083671 0.002342 0.66039 -2.3342283 Simbad
"HIP 42236" "08 36 40.340" "-60 19 39.47" 0.062 0.004 0.070670 0.003431 0.44375 -2.1674297 Simbad
"HIP 42262" "08 37 03.429" "-40 46 30.51" 0.045 0.003 0.053211 0.001477 0.18800 -2.7370067 Simbad
"HIP 42334" "08 37 52.152" "-26 15 18.02" 0.237 0.016 0.272650 0.008092 0.41890 -2.2281492 Simbad
"HIP 42348" "08 38 01.639" "-11 44 37.45" 0.118 0.008 0.142429 0.004449 0.33527 -3.0536838 Simbad
"HIP 42353" "08 38 05.171" "+09 34 28.61" 0.138 0.010 0.163210 0.004449 0.69973 -2.5209650 Simbad
"HIP 42412" "08 38 56.299" "-06 50 54.01" 0.108 0.007 0.123211 0.003695 0.42995 -2.1729352 Simbad
"HIP 42520" "08 40 09.557" "-67 31 49.60" 0.050 0.003 0.063041 0.001866 0.36125 -4.3471270 Simbad
"HIP 42535" "08 40 17.465" "-53 00 55.43" 0.153 0.011 0.202066 0.006448 0.24320 -4.4605703 Simbad
"HIP 42536" "08 40 17.587" "-52 55 18.83" 0.310 0.021 0.361021 0.033943 0.06774 -2.4295478 Simbad
"HIP 42606" "08 41 01.621" "-09 03 07.20" 0.129 0.009 0.150422 0.004241 0.45700 -2.3801906 Simbad
"HIP 42613" "08 41 04.683" "-66 48 58.75" 0.098 0.007 0.124444 0.003819 0.45803 -3.7777443 Simbad
"HIP 42637" "08 41 19.512" "-78 57 48.10" 0.171 0.012 0.209810 0.006211 0.06274 -3.2341430 Simbad
"HIP 42654" "08 41 35.049" "-22 11 39.58" 0.071 0.005 0.085474 0.002471 0.45436 -2.8947353 Simbad
"HIP 42702" "08 42 09.956" "-52 58 03.64" 0.097 0.007 0.111713 0.003180 0.35294 -2.1018481 Simbad
"HIP 42720" "08 42 22.557" "-46 34 45.66" 0.072 0.005 0.082172 0.002376 0.12069 -2.0343170 Simbad
"HIP 42732" "08 42 30.664" "-08 29 54.70" 0.098 0.007 0.117852 0.003407 0.25540 -2.8359666 Simbad
"HIP 42822" "08 43 32.595" "-14 02 30.62" 0.072 0.005 0.088951 0.002675 0.36498 -3.3902020 Simbad
"HIP 42830" "08 43 36.347" "-77 02 58.32" 0.071 0.005 0.081701 0.002304 0.40496 -2.1401749 Simbad
"HIP 42849" "08 43 53.052" "-59 35 14.38" 0.068 0.005 0.079263 0.002473 0.28477 -2.2526040 Simbad
"HIP 42917" "08 44 45.035" "+10 04 54.00" 0.170 0.012 0.224580 0.006823 0.78139 -4.5483623 Simbad
"HIP 42988" "08 45 43.616" "-52 58 18.12" 0.068 0.005 0.081721 0.002563 0.34754 -2.7442174 Simbad
"HIP 42997" "08 45 47.488" "-44 14 52.84" 0.102 0.007 0.125537 0.003599 0.67806 -3.3623831 Simbad
"HIP 43000" "08 45 48.350" "-36 44 34.76" 0.059 0.004 0.067036 0.002146 0.04084 -2.0089595 Simbad
"HIP 43002" "08 45 49.280" "-25 23 17.12" 0.206 0.014 0.234999 0.006579 0.40723 -2.0713730 Simbad
"HIP 43068" "08 46 22.730" "+82 14 21.41" 0.122 0.008 0.139481 0.003856 0.49475 -2.1850624 Simbad
"HIP 43195" "08 48 00.220" "-52 51 00.54" 0.124 0.009 0.148324 0.004370 0.25655 -2.7027147 Simbad
"HIP 43266" "08 48 49.250" "+66 42 29.10" 0.116 0.008 0.142763 0.004266 0.62978 -3.3453665 Simbad
"HIP 43281" "08 49 01.880" "-53 06 11.40" 0.061 0.004 0.071957 0.002002 0.91435 -2.7393613 Simbad
"HIP 43303" "08 49 21.263" "-43 22 14.41" 0.067 0.005 0.077783 0.002412 0.11383 -2.1565945 Simbad
"HIP 43333" "08 49 41.360" "-12 27 14.22" 0.069 0.005 0.081762 0.002395 0.23384 -2.5524988 Simbad
"HIP 43394" "08 50 21.637" "-28 37 03.42" 0.139 0.010 0.164725 0.004954 0.27982 -2.5725484 Simbad
"HIP 43427" "08 50 45.123" "+18 49 55.86" 0.153 0.011 0.182507 0.004965 1.19645 -2.6824746 Simbad
"HIP 43456" "08 51 04.217" "+00 28 10.86" 0.080 0.006 0.092493 0.002608 0.34260 -2.0821095 Simbad
"HIP 43467" "08 51 14.838" "-59 29 01.33" 0.075 0.005 0.085535 0.002593 0.39704 -2.1069632 Simbad
"HIP 43497" "08 51 34.534" "-54 41 05.04" 0.045 0.003 0.051164 0.001483 0.26419 -2.0546020 Simbad
"HIP 43499" "08 51 36.515" "-57 38 00.88" 0.167 0.012 0.201499 0.005776 0.17259 -2.8749244 Simbad
"HIP 43508" "08 51 44.048" "-61 25 10.87" 0.074 0.005 0.093844 0.003003 0.59369 -3.9687560 Simbad
"HIP 43536" "08 52 02.449" "-46 17 19.84" 0.063 0.004 0.073828 0.002045 0.61839 -2.7070863 Simbad
"HIP 43589" "08 52 38.605" "-48 21 32.75" 0.124 0.009 0.143672 0.004476 0.13017 -2.1857950 Simbad
"HIP 43604" "08 52 49.090" "-69 49 50.15" 0.090 0.006 0.110622 0.003160 0.57351 -3.4370272 Simbad
"HIP 43620" "08 53 03.779" "-56 38 58.15" 0.172 0.012 0.196504 0.005664 0.26303 -2.0419680 Simbad
"HIP 43783" "08 55 02.829" "-60 38 40.60" 0.375 0.026 0.432478 0.046698 0.01801 -2.2106755 Simbad
"HIP 43796" "08 55 10.830" "-58 41 26.26" 0.053 0.004 0.062969 0.001962 0.49832 -2.4921417 Simbad
"HIP 43826" "08 55 33.292" "+80 01 48.93" 0.080 0.005 0.096074 0.002687 1.12871 -3.2147365 Simbad
"HIP 43909" "08 56 42.277" "-63 02 54.45" 0.084 0.006 0.104999 0.003042 0.34972 -3.4998320 Simbad
"HIP 43994" "08 57 31.418" "-07 24 38.28" 0.070 0.005 0.081784 0.002701 0.34132 -2.3568525 Simbad
"HIP 44019" "08 57 53.367" "-42 31 29.91" 0.056 0.004 0.070652 0.002314 0.12697 -3.6629400 Simbad
"HIP 44036" "08 58 01.954" "-06 56 29.73" 0.065 0.004 0.073688 0.002187 0.40046 -2.1718907 Simbad
"HIP 44056" "08 58 18.290" "+18 18 29.78" 0.139 0.010 0.161167 0.004603 0.67276 -2.2166743 Simbad
"HIP 44099" "08 58 55.801" "-68 08 21.30" 0.091 0.006 0.112131 0.003220 0.50824 -3.5218272 Simbad
"HIP 44133" "08 59 19.511" "+08 58 56.29" 0.074 0.005 0.090693 0.002499 0.93767 -3.3386097 Simbad
"HIP 44142" "08 59 24.314" "+45 44 18.36" 0.135 0.009 0.153714 0.004220 1.03615 -2.0793743 Simbad
"HIP 44156" "08 59 34.461" "-50 51 51.81" 0.050 0.003 0.061938 0.001844 0.34467 -3.9792533 Simbad
"HIP 44177" "08 59 54.342" "-68 05 36.62" 0.075 0.005 0.098163 0.002768 1.25463 -4.6325984 Simbad
"HIP 44192" "09 00 05.949" "-74 23 59.66" 0.099 0.007 0.123698 0.004143 0.24490 -3.5282767 Simbad
"HIP 44213" "09 00 22.256" "-43 10 26.39" 0.171 0.012 0.127952 0.004891 7.93716 3.5873005 Simbad
"HIP 44317" "09 01 31.589" "-49 34 45.57" 0.063 0.004 0.072570 0.002301 0.15691 -2.3924950 Simbad
"HIP 44382" "09 02 26.796" "-66 23 45.86" 0.508 0.035 0.592195 0.054870 0.09404 -2.4055617 Simbad
"HIP 44413" "09 02 50.653" "+00 24 29.54" 0.066 0.005 0.077086 0.002378 0.24668 -2.2172093 Simbad
"HIP 44476" "09 03 43.417" "-05 10 16.90" 0.106 0.007 0.127785 0.003695 0.31669 -3.1121490 Simbad
"HIP 44496" "09 03 57.488" "-51 26 56.27" 0.049 0.003 0.058041 0.001774 0.33579 -3.0136678 Simbad
"HIP 44504" "09 04 00.401" "+54 17 01.99" 0.222 0.015 0.252155 0.007504 0.55231 -2.0103078 Simbad
"HIP 44649" "09 05 52.462" "-34 32 04.58" 0.061 0.004 0.071006 0.002174 0.58776 -2.5014699 Simbad
"HIP 44709" "09 06 34.463" "-47 55 09.34" 0.069 0.005 0.082966 0.002378 0.57448 -2.7932570 Simbad
"HIP 44721" "09 06 45.018" "-62 50 59.49" 0.075 0.005 0.091799 0.002667 0.68542 -3.3598275 Simbad
"HIP 44729" "09 06 51.277" "-60 15 41.37" 0.078 0.005 0.093573 0.002694 0.56762 -3.1146824 Simbad
"HIP 44923" "09 09 04.210" "-18 19 42.78" 0.207 0.014 0.237692 0.006432 0.70154 -2.1922982 Simbad
"HIP 45125" "09 11 37.851" "-54 02 13.27" 0.112 0.008 0.130457 0.003923 0.35707 -2.3071654 Simbad
"HIP 45127" "09 11 40.932" "-39 15 31.85" 0.131 0.009 0.159571 0.004640 0.28821 -3.1746097 Simbad
"HIP 45144" "09 11 51.453" "-58 47 42.49" 0.055 0.004 0.064929 0.001950 0.76436 -2.4821758 Simbad
"HIP 45176" "09 12 21.884" "-28 56 51.39" 0.135 0.009 0.153336 0.004360 0.21661 -2.0373597 Simbad
"HIP 45235" "09 13 08.693" "-53 30 17.31" 0.086 0.006 0.103684 0.002998 0.74192 -2.9473243 Simbad
"HIP 45240" "09 13 17.869" "-52 10 54.18" 0.048 0.003 0.060906 0.001954 0.42782 -4.3018723 Simbad
"HIP 45271" "09 13 37.100" "-75 35 25.30" 0.084 0.006 0.097363 0.002955 0.28853 -2.2271996 Simbad
"HIP 45314" "09 14 08.209" "-44 08 44.96" 0.141 0.010 0.170210 0.004899 0.31587 -2.9209852 Simbad
"HIP 45336" "09 14 21.868" "+02 18 51.38" 0.454 0.031 0.540977 0.035223 2.20330 -2.8057022 Simbad
"HIP 45400" "09 15 07.834" "-53 19 10.51" 0.073 0.005 0.086599 0.002548 0.57314 -2.7197855 Simbad
"HIP 45487" "09 16 07.618" "-28 53 10.79" 0.104 0.007 0.120941 0.003442 0.98692 -2.4200860 Simbad
"HIP 45722" "09 19 15.328" "+46 56 37.58" 0.113 0.008 0.132381 0.003599 1.49493 -2.4226000 Simbad
"HIP 45754" "09 19 47.935" "-34 06 12.02" 0.108 0.007 0.140752 0.003925 0.34635 -4.6789017 Simbad
"HIP 45799" "09 20 18.780" "-73 36 17.40" 0.073 0.005 0.090343 0.002617 0.37709 -3.4686134 Simbad
"HIP 45817" "09 20 31.844" "-61 59 34.97" 0.084 0.006 0.097127 0.003052 0.14395 -2.1878245 Simbad
"HIP 45862" "09 21 04.338" "-69 18 15.92" 0.071 0.005 0.084447 0.002481 0.55201 -2.6894944 Simbad
"HIP 45874" "09 21 15.346" "+15 22 16.87" 0.146 0.010 0.166157 0.004708 0.69395 -2.0156800 Simbad
"HIP 46054" "09 23 30.269" "-16 39 58.49" 0.085 0.006 0.103005 0.002838 0.89043 -3.0007796 Simbad
"HIP 46061" "09 23 33.423" "-21 49 17.86" 0.079 0.005 0.090521 0.002989 0.33409 -2.3041592 Simbad
"HIP 46067" "09 23 39.755" "-46 54 31.51" 0.127 0.009 0.149139 0.004457 0.19142 -2.4599037 Simbad
"HIP 46081" "09 23 49.772" "-35 14 51.09" 0.149 0.010 0.169835 0.004802 0.49146 -2.0835400 Simbad
"HIP 46148" "09 24 40.595" "-79 04 28.66" 0.077 0.005 0.090942 0.002805 1.11142 -2.7884052 Simbad
"HIP 46173" "09 24 56.351" "-64 42 29.27" 0.113 0.008 0.129857 0.004006 0.33435 -2.1071255 Simbad
"HIP 46313" "09 26 39.705" "-24 10 04.26" 0.115 0.008 0.132898 0.003779 0.50080 -2.2371960 Simbad
"HIP 46333" "09 26 47.047" "-59 34 43.60" 0.111 0.008 0.127287 0.003804 0.34383 -2.0358171 Simbad
"HIP 46372" "09 27 21.209" "-53 58 07.89" 0.048 0.003 0.059769 0.001827 0.28681 -3.9231255 Simbad
"HIP 46423" "09 27 57.914" "-68 00 52.52" 0.066 0.005 0.078545 0.002245 0.39451 -2.5089443 Simbad
"HIP 46438" "09 28 14.586" "-34 54 14.87" 0.088 0.006 0.105039 0.003352 0.21105 -2.8397677 Simbad
"HIP 46464" "09 28 33.466" "+12 23 07.12" 0.618 0.043 0.523934 0.042590 0.59137 2.1875818 Simbad
"HIP 46789" "09 32 04.192" "-53 32 31.10" 0.061 0.004 0.077209 0.002369 0.76377 -4.0521426 Simbad
"HIP 46985" "09 34 34.937" "-64 01 50.96" 0.079 0.005 0.093279 0.002893 0.35809 -2.8558314 Simbad
"HIP 47020" "09 34 57.194" "-34 22 02.66" 0.095 0.007 0.114376 0.003361 0.50789 -2.7680557 Simbad
"HIP 47119" "09 36 06.753" "+74 19 07.70" 0.114 0.008 0.142519 0.003926 0.85267 -3.5649340 Simbad
"HIP 47183" "09 36 54.800" "-66 24 35.93" 0.065 0.005 0.078904 0.002497 0.21714 -2.7807117 Simbad
"HIP 47249" "09 37 51.506" "-09 25 28.04" 0.134 0.009 0.161746 0.004600 0.58313 -3.0829280 Simbad
"HIP 47352" "09 38 54.662" "+20 17 51.18" 0.107 0.007 0.127196 0.003504 1.06986 -2.8852065 Simbad
"HIP 47414" "09 39 40.837" "-53 15 28.52" 0.066 0.005 0.082181 0.002410 0.20054 -3.2362342 Simbad
"HIP 47422" "09 39 45.127" "-62 56 34.52" 0.127 0.009 0.149214 0.004106 0.45804 -2.4681687 Simbad
"HIP 47549" "09 41 37.305" "-68 30 17.96" 0.116 0.008 0.097251 0.003574 2.85865 2.3435940 Simbad
"HIP 47616" "09 42 33.778" "-13 58 44.12" 0.076 0.005 0.088064 0.002684 0.35035 -2.4127767 Simbad
"HIP 47717" "09 43 42.234" "-53 53 28.61" 0.209 0.014 0.240431 0.006996 0.45006 -2.2450470 Simbad
"HIP 47751" "09 44 05.827" "-59 52 16.21" 0.078 0.005 0.090129 0.002683 0.14343 -2.4257540 Simbad
"HIP 47793" "09 44 37.338" "-48 32 55.92" 0.093 0.006 0.114208 0.003472 0.51009 -3.5346298 Simbad
"HIP 47825" "09 44 53.506" "-06 42 12.85" 0.058 0.004 0.071157 0.002039 0.24595 -3.2892878 Simbad
"HIP 47918" "09 45 59.592" "-44 42 47.31" 0.068 0.005 0.078832 0.002232 0.57268 -2.1664262 Simbad
"HIP 47999" "09 47 03.955" "-31 16 05.23" 0.121 0.008 0.144325 0.003955 1.11722 -2.9156590 Simbad
"HIP 48213" "09 49 48.007" "-29 02 00.72" 0.062 0.004 0.071318 0.002075 0.40405 -2.3295972 Simbad
"HIP 48222" "09 49 53.692" "-58 48 34.36" 0.064 0.004 0.083527 0.002491 0.36025 -4.8817096 Simbad
"HIP 48234" "09 50 01.513" "-40 10 08.42" 0.094 0.007 0.108706 0.003370 0.28671 -2.1008275 Simbad
"HIP 48281" "09 50 37.872" "-60 31 39.69" 0.106 0.007 0.124487 0.003683 0.46687 -2.6410189 Simbad
"HIP 48298" "09 50 49.271" "+11 50 32.72" 0.107 0.007 0.129877 0.003662 1.27725 -3.2681983 Simbad
"HIP 48371" "09 51 38.809" "-46 30 44.21" 0.103 0.007 0.125265 0.003551 0.14991 -3.1806612 Simbad
"HIP 48383" "09 51 46.880" "-45 09 29.20" 0.075 0.005 0.092151 0.002640 0.68530 -3.4301937 Simbad
"HIP 48389" "09 51 52.502" "-66 47 37.82" 0.061 0.004 0.070010 0.002016 0.96942 -2.2523932 Simbad
"HIP 48430" "09 52 26.268" "-71 56 36.16" 0.106 0.007 0.124839 0.003771 0.17541 -2.6912720 Simbad
"HIP 48495" "09 53 23.721" "-34 07 10.80" 0.048 0.003 0.054500 0.001661 0.11725 -2.1667678 Simbad
"HIP 48523" "09 53 47.623" "-69 53 42.91" 0.092 0.006 0.110925 0.003128 0.31328 -3.1542356 Simbad
"HIP 48603" "09 54 42.776" "-45 46 20.75" 0.063 0.004 0.074703 0.002220 0.52158 -2.9257293 Simbad
"HIP 48640" "09 55 05.210" "-45 44 26.83" 0.061 0.004 0.075806 0.002426 1.13752 -3.7015052 Simbad
"HIP 48669" "09 55 33.280" "-58 44 26.87" 0.064 0.004 0.080709 0.002464 0.57461 -4.1771810 Simbad
"HIP 48679" "09 55 42.046" "-59 06 24.04" 0.077 0.005 0.095881 0.003017 0.34484 -3.7761407 Simbad
"HIP 48720" "09 56 13.828" "-53 37 09.11" 0.101 0.007 0.115263 0.003310 0.30492 -2.0376348 Simbad
"HIP 48723" "09 56 15.583" "-31 05 29.34" 0.128 0.009 0.146852 0.004437 0.17082 -2.0947110 Simbad
"HIP 48764" "09 56 47.135" "-29 15 59.19" 0.074 0.005 0.087734 0.002539 0.38275 -2.7467058 Simbad
"HIP 48849" "09 57 49.333" "-61 55 54.96" 0.108 0.007 0.123874 0.003464 0.34401 -2.2676682 Simbad
"HIP 48882" "09 58 11.871" "-72 03 52.89" 0.076 0.005 0.093878 0.002836 0.36123 -3.5755932 Simbad
"HIP 48917" "09 58 44.430" "+50 07 30.56" 0.120 0.008 0.136336 0.003720 1.05525 -2.0419740 Simbad
"HIP 48975" "09 59 26.210" "-44 57 19.62" 0.107 0.007 0.128603 0.003692 0.67112 -3.0861804 Simbad
"HIP 49022" "10 00 03.887" "-49 21 36.21" 0.064 0.004 0.072979 0.002413 0.27318 -2.2448692 Simbad
"HIP 49032" "10 00 13.648" "-35 18 48.35" 0.076 0.005 0.088944 0.002667 0.51339 -2.5887520 Simbad
"HIP 49269" "10 03 25.099" "-37 20 47.12" 0.046 0.003 0.058979 0.001705 0.85035 -4.3261833 Simbad
"HIP 49360" "10 04 34.070" "-64 38 51.82" 0.096 0.007 0.116923 0.003335 0.29175 -2.9889610 Simbad
"HIP 49677" "10 08 27.919" "+24 18 31.63" 0.126 0.009 0.151961 0.003746 19.04037 -2.8845983 Simbad
"HIP 49784" "10 09 45.448" "-37 43 55.55" 0.084 0.006 0.098878 0.003080 0.24947 -2.4796152 Simbad
"HIP 49877" "10 11 03.017" "-50 49 48.36" 0.055 0.004 0.068682 0.002099 0.73073 -3.4203918 Simbad
"HIP 49945" "10 11 49.851" "-61 32 30.96" 0.077 0.005 0.087263 0.002675 0.25306 -2.0525410 Simbad
"HIP 50071" "10 13 23.081" "-71 03 24.45" 0.055 0.004 0.069346 0.002086 0.33969 -3.5864263 Simbad
"HIP 50099" "10 13 44.216" "-70 02 16.45" 0.515 0.036 0.604572 0.054248 0.01038 -2.4881017 Simbad
"HIP 50162" "10 14 21.291" "-42 48 30.95" 0.092 0.006 0.115133 0.003251 0.47145 -3.8555152 Simbad
"HIP 50200" "10 14 53.680" "-42 22 58.96" 0.106 0.007 0.133587 0.003828 0.21852 -3.9410346 Simbad
"HIP 50397" "10 17 27.533" "-58 31 57.48" 0.046 0.003 0.053344 0.001605 0.22075 -2.4479105 Simbad
"HIP 50459" "10 18 10.515" "+27 24 55.72" 0.131 0.009 0.152795 0.004142 1.10218 -2.4216309 Simbad
"HIP 50480" "10 18 28.244" "-41 40 06.56" 0.147 0.010 0.184092 0.005480 0.55047 -3.7091570 Simbad
"HIP 50493" "10 18 37.908" "-56 06 37.42" 0.502 0.035 0.424958 0.041930 0.57273 2.2012029 Simbad
"HIP 50590" "10 20 05.205" "-39 42 09.05" 0.089 0.006 0.108426 0.002958 0.44663 -3.2376670 Simbad
"HIP 50666" "10 20 48.386" "-42 52 20.69" 0.082 0.006 0.100840 0.002916 0.43167 -3.1400025 Simbad
"HIP 50816" "10 22 29.782" "-62 21 11.04" 0.052 0.004 0.060931 0.001797 0.81227 -2.2327657 Simbad
"HIP 50847" "10 22 58.146" "-66 54 05.39" 0.200 0.014 0.255039 0.007192 0.71177 -3.9313574 Simbad
"HIP 50945" "10 24 14.609" "-68 07 46.39" 0.090 0.006 0.103103 0.003068 0.18949 -2.1837690 Simbad
"HIP 51131" "10 26 44.425" "-64 21 06.12" 0.091 0.006 0.105068 0.002938 0.66502 -2.3445835 Simbad
"HIP 51173" "10 27 09.645" "-42 03 10.95" 0.124 0.009 0.144516 0.004046 0.57727 -2.2795765 Simbad
"HIP 51287" "10 28 33.953" "-06 18 11.87" 0.079 0.005 0.091243 0.002638 0.78248 -2.4485470 Simbad
"HIP 51357" "10 29 24.428" "-40 57 45.08" 0.079 0.005 0.099664 0.002777 0.52135 -4.1327314 Simbad
"HIP 51376" "10 29 35.378" "-30 36 25.43" 0.205 0.014 0.233035 0.007193 0.02880 -2.0024670 Simbad
"HIP 51395" "10 29 50.299" "-54 03 38.33" 0.049 0.003 0.060774 0.001740 1.02008 -3.9245982 Simbad
"HIP 51514" "10 31 15.100" "-68 58 08.05" 0.063 0.004 0.073229 0.002291 0.27764 -2.5573668 Simbad
"HIP 51598" "10 32 24.700" "-23 36 06.49" 0.078 0.005 0.092219 0.002714 0.20234 -2.8438063 Simbad
